Date,Product,Category,Price,Quantity,Rating,Revenue
2021-01-13,fridge,electronics,1200,35,8,42000
2021-01-14,fragrance,comestic,50,40,2,2000
2021-01-14,oven,electronics,600,24,6,14400
2021-01-14,smartphone,electronics,500,18,3,9000
2021-01-14,fridge,electronics,1200,24,5,28800
2021-01-14,microwave,electronics,300,4,8,1200
2021-01-14,fragrance,comestic,50,40,5,2000
2021-01-14,face cleanser,comestic,25,46,5,1150
2021-01-14,face cleanser,comestic,25,29,4,725
2021-01-14,laptop,electronics,1000,22,7,22000
2021-01-14,smartphone,electronics,500,9,9,4500
2021-01-15,lipstick,comestic,15,8,8,120
2021-01-15,smartphone,electronics,500,43,10,21500
2021-01-15,laptop,electronics,1000,1,6,1000
2021-01-15,fridge,electronics,1200,19,6,22800
2021-01-15,laptop,electronics,1000,1,8,1000
2021-01-15,air conditioner,electronics,800,12,6,9600
2021-01-15,microwave,electronics,300,15,7,4500
2021-01-15,laptop,electronics,1000,47,8,47000
2021-01-15,fridge,electronics,1200,39,6,46800
2021-01-15,oven,electronics,600,26,7,15600
2021-01-16,oven,electronics,600,30,6,18000
2021-01-16,air conditioner,electronics,800,29,3,23200
2021-01-16,microwave,electronics,300,8,3,2400
2021-01-16,suncream,comestic,20,40,1,800
2021-01-16,fragrance,comestic,50,33,9,1650
2021-01-16,eye liner,comestic,12,10,10,120
2021-01-16,smartphone,electronics,500,3,1,1500
2021-01-16,oven,electronics,600,33,8,19800
2021-01-16,smartphone,electronics,500,31,10,15500
2021-01-16,microwave,electronics,300,20,3,6000
2021-01-17,mascara,comestic,10,18,5,180
2021-01-17,mascara,comestic,10,13,8,130
2021-01-17,smartphone,electronics,500,37,7,18500
2021-01-17,laptop,electronics,1000,3,8,3000
2021-01-17,oven,electronics,600,18,5,10800
2021-01-17,air conditioner,electronics,800,4,6,3200
2021-01-17,mascara,comestic,10,30,1,300
2021-01-17,fragrance,comestic,50,32,3,1600
2021-01-17,fragrance,comestic,50,38,7,1900
2021-01-17,mascara,comestic,10,45,2,450
2021-01-18,fridge,electronics,1200,1,3,1200
2021-01-18,laptop,electronics,1000,16,3,16000
2021-01-18,face cleanser,comestic,25,6,2,150
2021-01-18,lipstick,comestic,15,13,9,195
2021-01-18,microwave,electronics,300,19,7,5700
2021-01-18,air conditioner,electronics,800,27,7,21600
2021-01-18,laptop,electronics,1000,37,7,37000
2021-01-18,fragrance,comestic,50,25,8,1250
2021-01-18,air conditioner,electronics,800,28,4,22400
2021-01-18,lipstick,comestic,15,33,10,495
2021-01-19,air conditioner,electronics,800,32,4,25600
2021-01-19,oven,electronics,600,49,2,29400
2021-01-19,eye liner,comestic,12,25,6,300
2021-01-19,eye liner,comestic,12,22,10,264
2021-01-19,fridge,electronics,1200,15,7,18000
2021-01-19,fragrance,comestic,50,18,8,900
2021-01-19,suncream,comestic,20,23,3,460
2021-01-19,fridge,electronics,1200,40,8,48000
2021-01-19,mascara,comestic,10,35,3,350
2021-01-19,air conditioner,electronics,800,50,8,40000
2021-01-20,lipstick,comestic,15,11,4,165
2021-01-20,smartphone,electronics,500,44,2,22000
2021-01-20,mascara,comestic,10,5,10,50
2021-01-20,laptop,electronics,1000,14,2,14000
2021-01-20,fridge,electronics,1200,7,3,8400
2021-01-20,air conditioner,electronics,800,14,5,11200
2021-01-20,fragrance,comestic,50,45,5,2250
2021-01-20,microwave,electronics,300,18,8,5400
2021-01-20,face cleanser,comestic,25,10,6,250
2021-01-20,suncream,comestic,20,5,5,100
2021-01-21,eye liner,comestic,12,42,10,504
2021-01-21,mascara,comestic,10,47,8,470
2021-01-21,eye liner,comestic,12,49,4,588
2021-01-21,suncream,comestic,20,10,3,200
2021-01-21,face cleanser,comestic,25,24,9,600
2021-01-21,fragrance,comestic,50,35,10,1750
2021-01-21,air conditioner,electronics,800,1,2,800
2021-01-21,face cleanser,comestic,25,28,3,700
2021-01-21,suncream,comestic,20,39,7,780
2021-01-21,laptop,electronics,1000,40,4,40000
2021-01-22,eye liner,comestic,12,5,1,60
2021-01-22,eye liner,comestic,12,26,9,312
2021-01-22,fragrance,comestic,50,46,1,2300
2021-01-22,microwave,electronics,300,25,4,7500
2021-01-22,oven,electronics,600,5,10,3000
2021-01-22,face cleanser,comestic,25,4,9,100
2021-01-22,face cleanser,comestic,25,25,1,625
2021-01-22,suncream,comestic,20,48,1,960
2021-01-22,laptop,electronics,1000,20,1,20000
2021-01-22,microwave,electronics,300,46,9,13800
2021-01-23,oven,electronics,600,27,10,16200
2021-01-23,lipstick,comestic,15,45,1,675
2021-01-23,fridge,electronics,1200,36,3,43200
2021-01-23,microwave,electronics,300,40,4,12000
2021-01-23,laptop,electronics,1000,47,8,47000
2021-01-23,oven,electronics,600,37,1,22200
2021-01-23,air conditioner,electronics,800,8,2,6400
2021-01-23,fridge,electronics,1200,19,8,22800
2021-01-23,lipstick,comestic,15,39,1,585
2021-01-23,face cleanser,comestic,25,19,1,475
2021-01-24,fridge,electronics,1200,42,1,50400
2021-01-24,suncream,comestic,20,18,3,360
2021-01-24,microwave,electronics,300,23,1,6900
2021-01-24,suncream,comestic,20,17,9,340
2021-01-24,face cleanser,comestic,25,41,3,1025
2021-01-24,suncream,comestic,20,17,10,340
2021-01-24,fragrance,comestic,50,16,6,800
2021-01-24,face cleanser,comestic,25,30,3,750
2021-01-24,fridge,electronics,1200,33,10,39600
2021-01-24,laptop,electronics,1000,45,8,45000
2021-01-25,suncream,comestic,20,43,6,860
2021-01-25,microwave,electronics,300,17,6,5100
2021-01-25,suncream,comestic,20,35,4,700
2021-01-25,smartphone,electronics,500,32,1,16000
2021-01-25,lipstick,comestic,15,3,4,45
2021-01-25,air conditioner,electronics,800,13,1,10400
2021-01-25,lipstick,comestic,15,9,8,135
2021-01-25,suncream,comestic,20,36,8,720
2021-01-25,laptop,electronics,1000,12,5,12000
2021-01-25,microwave,electronics,300,2,4,600
2021-01-26,air conditioner,electronics,800,12,3,9600
2021-01-26,suncream,comestic,20,21,8,420
2021-01-26,microwave,electronics,300,8,6,2400
2021-01-26,mascara,comestic,10,21,9,210
2021-01-26,air conditioner,electronics,800,10,2,8000
2021-01-26,mascara,comestic,10,26,3,260
2021-01-26,oven,electronics,600,34,2,20400
2021-01-26,laptop,electronics,1000,10,5,10000
2021-01-26,microwave,electronics,300,31,8,9300
2021-01-26,laptop,electronics,1000,2,2,2000
2021-01-27,face cleanser,comestic,25,29,8,725
2021-01-27,lipstick,comestic,15,47,9,705
2021-01-27,mascara,comestic,10,35,3,350
2021-01-27,eye liner,comestic,12,12,3,144
2021-01-27,mascara,comestic,10,35,3,350
2021-01-27,smartphone,electronics,500,42,6,21000
2021-01-27,mascara,comestic,10,24,10,240
2021-01-27,oven,electronics,600,8,7,4800
2021-01-27,face cleanser,comestic,25,44,2,1100
2021-01-27,air conditioner,electronics,800,10,5,8000
2021-01-28,fragrance,comestic,50,50,2,2500
2021-01-28,fragrance,comestic,50,24,3,1200
2021-01-28,air conditioner,electronics,800,10,9,8000
2021-01-28,face cleanser,comestic,25,15,5,375
2021-01-28,smartphone,electronics,500,21,6,10500
2021-01-28,suncream,comestic,20,48,9,960
2021-01-28,oven,electronics,600,26,8,15600
2021-01-28,oven,electronics,600,22,1,13200
2021-01-28,fragrance,comestic,50,46,10,2300
2021-01-28,fridge,electronics,1200,44,3,52800
2021-01-29,air conditioner,electronics,800,23,9,18400
2021-01-29,face cleanser,comestic,25,35,5,875
2021-01-29,microwave,electronics,300,3,6,900
2021-01-29,air conditioner,electronics,800,7,3,5600
2021-01-29,air conditioner,electronics,800,44,8,35200
2021-01-29,air conditioner,electronics,800,12,7,9600
2021-01-29,fragrance,comestic,50,21,9,1050
2021-01-29,lipstick,comestic,15,16,9,240
2021-01-29,laptop,electronics,1000,7,2,7000
2021-01-29,fragrance,comestic,50,50,10,2500
2021-01-30,smartphone,electronics,500,38,8,19000
2021-01-30,laptop,electronics,1000,2,1,2000
2021-01-30,laptop,electronics,1000,4,6,4000
2021-01-30,air conditioner,electronics,800,40,4,32000
2021-01-30,lipstick,comestic,15,3,5,45
2021-01-30,eye liner,comestic,12,6,7,72
2021-01-30,laptop,electronics,1000,42,6,42000
2021-01-30,laptop,electronics,1000,7,9,7000
2021-01-30,microwave,electronics,300,41,1,12300
2021-01-30,air conditioner,electronics,800,11,3,8800
2021-01-31,microwave,electronics,300,15,7,4500
2021-01-31,mascara,comestic,10,36,2,360
2021-01-31,microwave,electronics,300,19,4,5700
2021-01-31,microwave,electronics,300,7,3,2100
2021-01-31,oven,electronics,600,1,9,600
2021-01-31,air conditioner,electronics,800,48,1,38400
2021-01-31,suncream,comestic,20,21,7,420
2021-01-31,mascara,comestic,10,19,7,190
2021-01-31,face cleanser,comestic,25,30,7,750
2021-01-31,fragrance,comestic,50,11,4,550
2021-02-01,smartphone,electronics,500,31,3,15500
2021-02-01,eye liner,comestic,12,16,3,192
2021-02-01,eye liner,comestic,12,12,3,144
2021-02-01,fragrance,comestic,50,37,1,1850
2021-02-01,fridge,electronics,1200,21,7,25200
2021-02-01,air conditioner,electronics,800,15,10,12000
2021-02-01,smartphone,electronics,500,26,4,13000
2021-02-01,fragrance,comestic,50,40,6,2000
2021-02-01,lipstick,comestic,15,9,5,135
2021-02-01,air conditioner,electronics,800,5,1,4000
2021-02-02,smartphone,electronics,500,15,8,7500
2021-02-02,microwave,electronics,300,39,4,11700
2021-02-02,fragrance,comestic,50,21,8,1050
2021-02-02,fragrance,comestic,50,33,5,1650
2021-02-02,microwave,electronics,300,41,1,12300
2021-02-02,microwave,electronics,300,29,10,8700
2021-02-02,oven,electronics,600,44,1,26400
2021-02-02,face cleanser,comestic,25,1,7,25
2021-02-02,fragrance,comestic,50,28,8,1400
2021-02-02,eye liner,comestic,12,38,7,456
2021-02-03,oven,electronics,600,18,10,10800
2021-02-03,fragrance,comestic,50,17,6,850
2021-02-03,fridge,electronics,1200,20,9,24000
2021-02-03,microwave,electronics,300,18,3,5400
2021-02-03,fragrance,comestic,50,41,1,2050
2021-02-03,suncream,comestic,20,6,1,120
2021-02-03,suncream,comestic,20,28,10,560
2021-02-03,fridge,electronics,1200,24,3,28800
2021-02-03,fridge,electronics,1200,14,6,16800
2021-02-03,eye liner,comestic,12,14,3,168
2021-02-04,mascara,comestic,10,18,3,180
2021-02-04,smartphone,electronics,500,29,4,14500
2021-02-04,mascara,comestic,10,16,7,160
2021-02-04,oven,electronics,600,15,1,9000
2021-02-04,laptop,electronics,1000,38,3,38000
2021-02-04,mascara,comestic,10,35,1,350
2021-02-04,fragrance,comestic,50,49,1,2450
2021-02-04,suncream,comestic,20,29,6,580
2021-02-04,suncream,comestic,20,26,9,520
2021-02-04,fragrance,comestic,50,39,8,1950
2021-02-05,fridge,electronics,1200,24,2,28800
2021-02-05,eye liner,comestic,12,27,2,324
2021-02-05,laptop,electronics,1000,11,5,11000
2021-02-05,smartphone,electronics,500,46,6,23000
2021-02-05,oven,electronics,600,3,1,1800
2021-02-05,laptop,electronics,1000,17,10,17000
2021-02-05,mascara,comestic,10,21,10,210
2021-02-05,fragrance,comestic,50,36,2,1800
2021-02-05,eye liner,comestic,12,37,8,444
2021-02-05,fragrance,comestic,50,50,5,2500
2021-02-06,face cleanser,comestic,25,32,3,800
2021-02-06,suncream,comestic,20,44,3,880
2021-02-06,smartphone,electronics,500,11,6,5500
2021-02-06,air conditioner,electronics,800,38,3,30400
2021-02-06,oven,electronics,600,24,3,14400
2021-02-06,microwave,electronics,300,47,6,14100
2021-02-06,eye liner,comestic,12,49,8,588
2021-02-06,fridge,electronics,1200,21,5,25200
2021-02-06,suncream,comestic,20,20,4,400
2021-02-06,fridge,electronics,1200,46,7,55200
2021-02-07,fridge,electronics,1200,44,3,52800
2021-02-07,laptop,electronics,1000,22,5,22000
2021-02-07,oven,electronics,600,50,6,30000
2021-02-07,suncream,comestic,20,2,5,40
2021-02-07,fragrance,comestic,50,45,4,2250
2021-02-07,laptop,electronics,1000,8,8,8000
2021-02-07,face cleanser,comestic,25,4,7,100
2021-02-07,face cleanser,comestic,25,21,4,525
2021-02-07,smartphone,electronics,500,50,10,25000
2021-02-07,lipstick,comestic,15,33,3,495
2021-02-08,smartphone,electronics,500,27,10,13500
2021-02-08,suncream,comestic,20,21,3,420
2021-02-08,fragrance,comestic,50,45,3,2250
2021-02-08,fragrance,comestic,50,6,5,300
2021-02-08,suncream,comestic,20,47,6,940
2021-02-08,fragrance,comestic,50,8,1,400
2021-02-08,air conditioner,electronics,800,22,7,17600
2021-02-08,laptop,electronics,1000,18,5,18000
2021-02-08,suncream,comestic,20,9,5,180
2021-02-08,fridge,electronics,1200,14,4,16800
2021-02-09,fragrance,comestic,50,12,7,600
2021-02-09,lipstick,comestic,15,32,10,480
2021-02-09,lipstick,comestic,15,16,1,240
2021-02-09,face cleanser,comestic,25,32,4,800
2021-02-09,mascara,comestic,10,42,3,420
2021-02-09,oven,electronics,600,3,6,1800
2021-02-09,mascara,comestic,10,5,10,50
2021-02-09,laptop,electronics,1000,16,4,16000
2021-02-09,mascara,comestic,10,28,2,280
2021-02-09,face cleanser,comestic,25,6,6,150
2021-02-10,face cleanser,comestic,25,6,7,150
2021-02-10,air conditioner,electronics,800,26,4,20800
2021-02-10,air conditioner,electronics,800,33,1,26400
2021-02-10,microwave,electronics,300,35,4,10500
2021-02-10,mascara,comestic,10,43,1,430
2021-02-10,fragrance,comestic,50,12,3,600
2021-02-10,fragrance,comestic,50,21,9,1050
2021-02-10,microwave,electronics,300,15,9,4500
2021-02-10,suncream,comestic,20,41,10,820
2021-02-10,microwave,electronics,300,3,5,900
2021-02-11,eye liner,comestic,12,10,5,120
2021-02-11,fragrance,comestic,50,15,1,750
2021-02-11,microwave,electronics,300,42,8,12600
2021-02-11,smartphone,electronics,500,32,3,16000
2021-02-11,smartphone,electronics,500,35,7,17500
2021-02-11,microwave,electronics,300,13,8,3900
2021-02-11,oven,electronics,600,27,4,16200
2021-02-11,fridge,electronics,1200,26,3,31200
2021-02-11,air conditioner,electronics,800,13,1,10400
2021-02-11,lipstick,comestic,15,45,9,675
2021-02-12,face cleanser,comestic,25,3,10,75
2021-02-12,oven,electronics,600,7,10,4200
2021-02-12,fridge,electronics,1200,47,1,56400
2021-02-12,face cleanser,comestic,25,15,2,375
2021-02-12,oven,electronics,600,42,5,25200
2021-02-12,lipstick,comestic,15,41,10,615
2021-02-12,lipstick,comestic,15,42,10,630
2021-02-12,suncream,comestic,20,44,9,880
2021-02-12,fragrance,comestic,50,4,5,200
2021-02-12,microwave,electronics,300,10,4,3000
2021-02-13,suncream,comestic,20,46,1,920
2021-02-13,smartphone,electronics,500,17,1,8500
2021-02-13,mascara,comestic,10,11,8,110
2021-02-13,fridge,electronics,1200,9,7,10800
2021-02-13,fragrance,comestic,50,20,3,1000
2021-02-13,fridge,electronics,1200,23,10,27600
2021-02-13,laptop,electronics,1000,26,2,26000
2021-02-13,fridge,electronics,1200,27,2,32400
2021-02-13,mascara,comestic,10,39,10,390
2021-02-13,mascara,comestic,10,13,6,130
2021-02-14,suncream,comestic,20,49,10,980
2021-02-14,suncream,comestic,20,8,2,160
2021-02-14,lipstick,comestic,15,50,3,750
2021-02-14,fragrance,comestic,50,35,3,1750
2021-02-14,oven,electronics,600,30,5,18000
2021-02-14,microwave,electronics,300,18,8,5400
2021-02-14,oven,electronics,600,25,4,15000
2021-02-14,suncream,comestic,20,2,2,40
2021-02-14,laptop,electronics,1000,13,7,13000
2021-02-14,fridge,electronics,1200,11,4,13200
2021-02-15,lipstick,comestic,15,28,1,420
2021-02-15,lipstick,comestic,15,22,7,330
2021-02-15,lipstick,comestic,15,43,6,645
2021-02-15,suncream,comestic,20,32,10,640
2021-02-15,smartphone,electronics,500,17,6,8500
2021-02-15,oven,electronics,600,22,3,13200
2021-02-15,mascara,comestic,10,29,2,290
2021-02-15,air conditioner,electronics,800,33,3,26400
2021-02-15,mascara,comestic,10,27,4,270
2021-02-15,face cleanser,comestic,25,47,4,1175
2021-02-16,fragrance,comestic,50,40,8,2000
2021-02-16,fragrance,comestic,50,49,5,2450
2021-02-16,smartphone,electronics,500,20,7,10000
2021-02-16,oven,electronics,600,35,10,21000
2021-02-16,eye liner,comestic,12,49,4,588
2021-02-16,lipstick,comestic,15,49,5,735
2021-02-16,air conditioner,electronics,800,50,6,40000
2021-02-16,smartphone,electronics,500,47,9,23500
2021-02-16,smartphone,electronics,500,8,6,4000
2021-02-16,laptop,electronics,1000,48,1,48000
2021-02-17,mascara,comestic,10,22,1,220
2021-02-17,laptop,electronics,1000,26,3,26000
2021-02-17,suncream,comestic,20,13,10,260
2021-02-17,smartphone,electronics,500,8,8,4000
2021-02-17,microwave,electronics,300,18,10,5400
2021-02-17,air conditioner,electronics,800,33,8,26400
2021-02-17,laptop,electronics,1000,49,5,49000
2021-02-17,laptop,electronics,1000,4,10,4000
2021-02-17,smartphone,electronics,500,20,4,10000
2021-02-17,laptop,electronics,1000,31,10,31000
2021-02-18,smartphone,electronics,500,38,7,19000
2021-02-18,fridge,electronics,1200,25,9,30000
2021-02-18,oven,electronics,600,31,3,18600
2021-02-18,face cleanser,comestic,25,7,5,175
2021-02-18,fridge,electronics,1200,45,2,54000
2021-02-18,mascara,comestic,10,33,6,330
2021-02-18,fridge,electronics,1200,37,2,44400
2021-02-18,microwave,electronics,300,21,3,6300
2021-02-18,microwave,electronics,300,29,1,8700
2021-02-18,smartphone,electronics,500,32,3,16000
2021-02-19,smartphone,electronics,500,42,7,21000
2021-02-19,smartphone,electronics,500,28,5,14000
2021-02-19,smartphone,electronics,500,45,8,22500
2021-02-19,microwave,electronics,300,32,7,9600
2021-02-19,mascara,comestic,10,35,10,350
2021-02-19,smartphone,electronics,500,42,7,21000
2021-02-19,microwave,electronics,300,46,4,13800
2021-02-19,laptop,electronics,1000,42,3,42000
2021-02-19,suncream,comestic,20,48,10,960
2021-02-19,air conditioner,electronics,800,28,2,22400
2021-02-20,smartphone,electronics,500,8,8,4000
2021-02-20,face cleanser,comestic,25,49,1,1225
2021-02-20,microwave,electronics,300,16,6,4800
2021-02-20,air conditioner,electronics,800,7,8,5600
2021-02-20,air conditioner,electronics,800,11,1,8800
2021-02-20,fragrance,comestic,50,23,5,1150
2021-02-20,microwave,electronics,300,40,2,12000
2021-02-20,lipstick,comestic,15,22,5,330
2021-02-20,eye liner,comestic,12,47,1,564
2021-02-20,eye liner,comestic,12,2,7,24
2021-02-21,oven,electronics,600,9,6,5400
2021-02-21,laptop,electronics,1000,28,4,28000
2021-02-21,fragrance,comestic,50,21,1,1050
2021-02-21,oven,electronics,600,28,2,16800
2021-02-21,eye liner,comestic,12,4,1,48
2021-02-21,lipstick,comestic,15,45,6,675
2021-02-21,mascara,comestic,10,35,4,350
2021-02-21,fragrance,comestic,50,3,10,150
2021-02-21,mascara,comestic,10,19,1,190
2021-02-21,microwave,electronics,300,29,3,8700
2021-02-22,laptop,electronics,1000,27,6,27000
2021-02-22,face cleanser,comestic,25,44,9,1100
2021-02-22,microwave,electronics,300,7,4,2100
2021-02-22,air conditioner,electronics,800,38,2,30400
2021-02-22,microwave,electronics,300,16,5,4800
2021-02-22,mascara,comestic,10,41,5,410
2021-02-22,lipstick,comestic,15,15,3,225
2021-02-22,eye liner,comestic,12,10,4,120
2021-02-22,air conditioner,electronics,800,20,6,16000
2021-02-22,suncream,comestic,20,30,2,600
2021-02-23,smartphone,electronics,500,12,1,6000
2021-02-23,fragrance,comestic,50,39,3,1950
2021-02-23,air conditioner,electronics,800,4,9,3200
2021-02-23,microwave,electronics,300,46,7,13800
2021-02-23,air conditioner,electronics,800,5,3,4000
2021-02-23,microwave,electronics,300,15,3,4500
2021-02-23,lipstick,comestic,15,36,10,540
2021-02-23,eye liner,comestic,12,41,7,492
2021-02-23,fragrance,comestic,50,20,2,1000
2021-02-23,microwave,electronics,300,26,9,7800
2021-02-24,eye liner,comestic,12,34,5,408
2021-02-24,fridge,electronics,1200,42,2,50400
2021-02-24,eye liner,comestic,12,22,8,264
2021-02-24,eye liner,comestic,12,42,8,504
2021-02-24,face cleanser,comestic,25,23,10,575
2021-02-24,lipstick,comestic,15,5,6,75
2021-02-24,face cleanser,comestic,25,45,9,1125
2021-02-24,microwave,electronics,300,37,4,11100
2021-02-24,face cleanser,comestic,25,28,6,700
2021-02-24,laptop,electronics,1000,40,4,40000
2021-02-25,fridge,electronics,1200,13,2,15600
2021-02-25,eye liner,comestic,12,23,2,276
2021-02-25,eye liner,comestic,12,13,6,156
2021-02-25,air conditioner,electronics,800,34,7,27200
2021-02-25,face cleanser,comestic,25,36,10,900
2021-02-25,smartphone,electronics,500,41,7,20500
2021-02-25,suncream,comestic,20,13,3,260
2021-02-25,face cleanser,comestic,25,43,5,1075
2021-02-25,mascara,comestic,10,22,5,220
2021-02-25,suncream,comestic,20,36,3,720
2021-02-26,smartphone,electronics,500,20,2,10000
2021-02-26,suncream,comestic,20,27,4,540
2021-02-26,face cleanser,comestic,25,15,3,375
2021-02-26,oven,electronics,600,23,7,13800
2021-02-26,eye liner,comestic,12,24,10,288
2021-02-26,suncream,comestic,20,43,8,860
2021-02-26,suncream,comestic,20,5,7,100
2021-02-26,oven,electronics,600,45,6,27000
2021-02-26,laptop,electronics,1000,6,9,6000
2021-02-26,air conditioner,electronics,800,50,9,40000
2021-02-27,fridge,electronics,1200,26,5,31200
2021-02-27,mascara,comestic,10,39,6,390
2021-02-27,oven,electronics,600,4,8,2400
2021-02-27,laptop,electronics,1000,29,7,29000
2021-02-27,air conditioner,electronics,800,47,4,37600
2021-02-27,oven,electronics,600,11,3,6600
2021-02-27,microwave,electronics,300,25,2,7500
2021-02-27,eye liner,comestic,12,26,5,312
2021-02-27,suncream,comestic,20,39,1,780
2021-02-27,fridge,electronics,1200,38,2,45600
2021-02-28,eye liner,comestic,12,26,1,312
2021-02-28,suncream,comestic,20,18,4,360
2021-02-28,air conditioner,electronics,800,26,10,20800
2021-02-28,laptop,electronics,1000,39,3,39000
2021-02-28,fragrance,comestic,50,11,5,550
2021-02-28,laptop,electronics,1000,25,2,25000
2021-02-28,air conditioner,electronics,800,33,1,26400
2021-02-28,laptop,electronics,1000,16,6,16000
2021-02-28,air conditioner,electronics,800,16,6,12800
2021-02-28,air conditioner,electronics,800,17,2,13600
2021-03-01,mascara,comestic,10,39,4,390
2021-03-01,fragrance,comestic,50,49,8,2450
2021-03-01,fragrance,comestic,50,9,7,450
2021-03-01,microwave,electronics,300,25,8,7500
2021-03-01,eye liner,comestic,12,29,6,348
2021-03-01,oven,electronics,600,45,1,27000
2021-03-01,laptop,electronics,1000,26,9,26000
2021-03-01,suncream,comestic,20,8,2,160
2021-03-01,air conditioner,electronics,800,43,5,34400
2021-03-01,fragrance,comestic,50,5,7,250
2021-03-02,face cleanser,comestic,25,33,9,825
2021-03-02,fragrance,comestic,50,19,5,950
2021-03-02,mascara,comestic,10,31,1,310
2021-03-02,lipstick,comestic,15,4,9,60
2021-03-02,fridge,electronics,1200,36,8,43200
2021-03-02,fridge,electronics,1200,13,8,15600
2021-03-02,air conditioner,electronics,800,39,2,31200
2021-03-02,eye liner,comestic,12,37,6,444
2021-03-02,lipstick,comestic,15,17,6,255
2021-03-02,fridge,electronics,1200,31,9,37200
2021-03-03,lipstick,comestic,15,37,4,555
2021-03-03,fragrance,comestic,50,31,9,1550
2021-03-03,fridge,electronics,1200,3,1,3600
2021-03-03,microwave,electronics,300,16,5,4800
2021-03-03,laptop,electronics,1000,34,3,34000
2021-03-03,air conditioner,electronics,800,11,5,8800
2021-03-03,mascara,comestic,10,36,1,360
2021-03-03,laptop,electronics,1000,32,3,32000
2021-03-03,air conditioner,electronics,800,6,1,4800
2021-03-03,oven,electronics,600,17,1,10200
2021-03-04,suncream,comestic,20,45,2,900
2021-03-04,eye liner,comestic,12,11,8,132
2021-03-04,eye liner,comestic,12,21,9,252
2021-03-04,smartphone,electronics,500,2,2,1000
2021-03-04,smartphone,electronics,500,47,5,23500
2021-03-04,air conditioner,electronics,800,4,7,3200
2021-03-04,laptop,electronics,1000,27,1,27000
2021-03-04,smartphone,electronics,500,37,1,18500
2021-03-04,oven,electronics,600,40,6,24000
2021-03-04,air conditioner,electronics,800,43,4,34400
2021-03-05,fragrance,comestic,50,42,8,2100
2021-03-05,mascara,comestic,10,28,6,280
2021-03-05,air conditioner,electronics,800,41,8,32800
2021-03-05,eye liner,comestic,12,12,9,144
2021-03-05,laptop,electronics,1000,47,6,47000
2021-03-05,mascara,comestic,10,35,2,350
2021-03-05,smartphone,electronics,500,7,3,3500
2021-03-05,face cleanser,comestic,25,31,7,775
2021-03-05,microwave,electronics,300,23,10,6900
2021-03-05,face cleanser,comestic,25,26,5,650
2021-03-06,microwave,electronics,300,12,7,3600
2021-03-06,mascara,comestic,10,16,1,160
2021-03-06,smartphone,electronics,500,28,2,14000
2021-03-06,eye liner,comestic,12,50,8,600
2021-03-06,face cleanser,comestic,25,19,10,475
2021-03-06,lipstick,comestic,15,43,2,645
2021-03-06,suncream,comestic,20,20,10,400
2021-03-06,smartphone,electronics,500,47,5,23500
2021-03-06,fragrance,comestic,50,22,8,1100
2021-03-06,fragrance,comestic,50,37,5,1850
2021-03-07,laptop,electronics,1000,24,2,24000
2021-03-07,fragrance,comestic,50,20,4,1000
2021-03-07,fridge,electronics,1200,22,7,26400
2021-03-07,air conditioner,electronics,800,39,9,31200
2021-03-07,smartphone,electronics,500,11,1,5500
2021-03-07,fridge,electronics,1200,21,3,25200
2021-03-07,eye liner,comestic,12,7,6,84
2021-03-07,suncream,comestic,20,15,3,300
2021-03-07,air conditioner,electronics,800,20,7,16000
2021-03-07,fridge,electronics,1200,32,1,38400
2021-03-08,smartphone,electronics,500,8,3,4000
2021-03-08,air conditioner,electronics,800,16,2,12800
2021-03-08,oven,electronics,600,15,4,9000
2021-03-08,laptop,electronics,1000,16,10,16000
2021-03-08,microwave,electronics,300,21,9,6300
2021-03-08,smartphone,electronics,500,39,6,19500
2021-03-08,eye liner,comestic,12,20,2,240
2021-03-08,smartphone,electronics,500,48,5,24000
2021-03-08,laptop,electronics,1000,50,6,50000
2021-03-08,lipstick,comestic,15,26,5,390
2021-03-09,lipstick,comestic,15,16,2,240
2021-03-09,microwave,electronics,300,47,10,14100
2021-03-09,eye liner,comestic,12,41,8,492
2021-03-09,smartphone,electronics,500,34,2,17000
2021-03-09,microwave,electronics,300,3,6,900
2021-03-09,lipstick,comestic,15,44,10,660
2021-03-09,microwave,electronics,300,49,6,14700
2021-03-09,oven,electronics,600,3,8,1800
2021-03-09,smartphone,electronics,500,17,4,8500
2021-03-09,microwave,electronics,300,45,1,13500
2021-03-10,air conditioner,electronics,800,49,2,39200
2021-03-10,face cleanser,comestic,25,38,9,950
2021-03-10,eye liner,comestic,12,50,8,600
2021-03-10,smartphone,electronics,500,27,4,13500
2021-03-10,microwave,electronics,300,11,1,3300
2021-03-10,face cleanser,comestic,25,32,5,800
2021-03-10,suncream,comestic,20,30,7,600
2021-03-10,fridge,electronics,1200,4,4,4800
2021-03-10,eye liner,comestic,12,10,3,120
2021-03-10,oven,electronics,600,1,5,600
2021-03-11,face cleanser,comestic,25,9,6,225
2021-03-11,laptop,electronics,1000,5,7,5000
2021-03-11,lipstick,comestic,15,25,2,375
2021-03-11,lipstick,comestic,15,14,7,210
2021-03-11,laptop,electronics,1000,23,4,23000
2021-03-11,laptop,electronics,1000,44,10,44000
2021-03-11,oven,electronics,600,11,9,6600
2021-03-11,air conditioner,electronics,800,39,5,31200
2021-03-11,laptop,electronics,1000,30,1,30000
2021-03-11,smartphone,electronics,500,35,3,17500
2021-03-12,laptop,electronics,1000,38,3,38000
